title,premiered,image_url,studios,type,rating,score,scored by,rank,popularity,members,favorites,genres
Sora wo Kakeru Shoujo Picture Drama,,https://cdn.myanimelist.net/images/anime/9/22636.jpg,Sunrise,Special,R+ - Mild Nudity,6.32,669,6661,8077,2005,2,Adventure;Comedy;Sci-Fi;Space;
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,Winter 2009,https://cdn.myanimelist.net/images/anime/4/24030.jpg,Kyoto Animation,TV,PG-13 - Teens 13 or older,7.16,12414,2967,2491,32928,110,Action;Super Power;Magic;Romance;Fantasy;
Sora yori mo Tooi Basho,Winter 2018,https://cdn.myanimelist.net/images/anime/6/89879.jpg,Madhouse,TV,PG-13 - Teens 13 or older,8.61,104960,70,412,249643,7335,Adventure;Comedy;
Sora yori mo Tooi Basho: Yokoku,,https://cdn.myanimelist.net/images/anime/1897/98785.jpg,Madhouse,ONA,PG-13 - Teens 13 or older,6.74,634,4685,8611,1607,6,Slice of Life;Comedy;
Soratobu Yuureisen,,https://cdn.myanimelist.net/images/anime/10/15656.jpg,Toei Animation,Movie,PG - Children,6.69,2095,4924,6526,3822,14,Adventure;Drama;Mecha;Sci-Fi;
Sore ga Seiyuu!,Summer 2015,https://cdn.myanimelist.net/images/anime/7/75198.jpg,Gonzo,TV,PG-13 - Teens 13 or older,7.07,14319,3350,2258,39570,61,Slice of Life;Comedy;
Sore ga Seiyuu!: Petit Uchiage,,https://cdn.myanimelist.net/images/anime/11/79138.jpg,Gonzo,Special,PG-13 - Teens 13 or older,6.48,1695,5926,6742,3502,2,Slice of Life;Comedy;
Sore Ike! Anpanman,Fall 1988,https://cdn.myanimelist.net/images/anime/1/1960.jpg,TMS Entertainment,TV,PG - Children,6.5,562,5828,8451,1710,15,Comedy;Kids;Fantasy;
Sore Ike! Anpanman: Anpanman to Christmas no Hoshi,,https://cdn.myanimelist.net/images/anime/8/45570.jpg,TMS Entertainment,Special,PG - Children,,,13877,13860,189,0,Comedy;Fantasy;Kids;
Sore Ike! Anpanman: Anpanman to Oyakusoku,,https://cdn.myanimelist.net/images/anime/12/57687.jpg,TMS Entertainment,OVA,PG - Children,,,13880,14146,173,0,Comedy;Fantasy;Kids;
Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,,https://cdn.myanimelist.net/images/anime/9/66671.jpg,TMS Entertainment,Movie,PG - Children,,,13881,14089,176,0,Kids;Adventure;Fantasy;
Sore Ike! Anpanman: Baikinman no Gyakushuu,,https://cdn.myanimelist.net/images/anime/12/27777.jpg,TMS Entertainment,Movie,PG - Children,,,13883,13078,237,0,Comedy;Fantasy;Kids;
Sore Ike! Anpanman: Black Nose to Mahou no Uta,,https://cdn.myanimelist.net/images/anime/10/24923.jpg,TMS Entertainment,Movie,PG - Children,,,13886,13032,239,0,Comedy;Fantasy;Kids;
Sore Ike! Anpanman: Bokura wa Hero,,https://cdn.myanimelist.net/images/anime/11/66455.jpg,TMS Entertainment,Movie,PG - Children,,,13887,14065,177,0,Kids;Fantasy;Comedy;
Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,,https://cdn.myanimelist.net/images/anime/1786/91027.jpg,TMS Entertainment,Movie,PG - Children,,,13888,14280,166,0,Kids;Fantasy;Comedy;
Sore Ike! Anpanman: Dadandan to Futago no Hoshi,,https://cdn.myanimelist.net/images/anime/8/45969.jpg,TMS Entertainment,Movie,PG - Children,,,13889,13909,186,0,Comedy;Kids;
Sore Ike! Anpanman: Franken-Robo-kun's Surprised Christmas,,https://cdn.myanimelist.net/images/anime/4/45572.jpg,TMS Entertainment,Special,PG - Children,,,13891,14031,179,0,Comedy;Fantasy;Kids;Super Power;
Sore Ike! Anpanman: Happy no Daibouken,,https://cdn.myanimelist.net/images/anime/3/45971.jpg,TMS Entertainment,Movie,PG - Children,,,13893,14066,177,0,Comedy;Kids;
Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,,https://cdn.myanimelist.net/images/anime/3/66775.jpg,TMS Entertainment,Movie,PG - Children,,,13894,13783,193,0,Cars;Kids;Fantasy;
Sore Ike! Anpanman: Kagayake! Kurun to Inochi no Hoshi,,https://cdn.myanimelist.net/images/anime/7/89865.jpg,TMS Entertainment,Movie,PG - Children,,,13898,14620,148,0,Comedy;Kids;Fantasy;
Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime,,https://cdn.myanimelist.net/images/anime/8/66661.jpg,TMS Entertainment,Movie,PG - Children,,,13899,13284,224,0,Kids;Fantasy;Comedy;
Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,,https://cdn.myanimelist.net/images/anime/8/66665.jpg,TMS Entertainment,Movie,PG - Children,,,13900,13390,217,0,Kids;Adventure;Fantasy;
Sore Ike! Anpanman: Keito no Shiro no Christmas,,https://cdn.myanimelist.net/images/anime/4/66777.jpg,TMS Entertainment,Special,PG - Children,,,13901,14329,163,0,Comedy;Kids;Fantasy;
Sore Ike! Anpanman: Kieta Jam Ojisan,,https://cdn.myanimelist.net/images/anime/4/66667.jpg,TMS Entertainment,Special,PG - Children,,,13902,14281,166,0,Adventure;Kids;Fantasy;
Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,,https://cdn.myanimelist.net/images/anime/6/28052.jpg,TMS Entertainment,Movie,PG - Children,,,13908,13408,216,0,Comedy;Fantasy;Kids;
Sore Ike! Anpanman: Mija to Mahou no Lamp,,https://cdn.myanimelist.net/images/anime/4/81527.jpg,TMS Entertainment,Movie,PG - Children,,,13910,14034,179,0,Comedy;Kids;Fantasy;
Sore Ike! Anpanman: Niji no Pyramid,,https://cdn.myanimelist.net/images/anime/12/26142.jpg,TMS Entertainment,Movie,PG - Children,,,13914,12999,242,0,Comedy;Kids;
Sore Ike! Anpanman: Ningyohime no Namida,,https://cdn.myanimelist.net/images/anime/8/26291.jpg,TMS Entertainment,Movie,PG - Children,,,13915,13193,229,0,Comedy;Kids;
Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,,https://cdn.myanimelist.net/images/anime/8/78423.jpg,TMS Entertainment,Movie,PG - Children,,,13916,14164,172,0,Kids;Fantasy;Comedy;
Sore Ike! Anpanman: Omusubiman,,https://cdn.myanimelist.net/images/anime/9/52081.jpg,TMS Entertainment,Movie,PG - Children,,,13917,13946,184,0,Kids;
Sore Ike! Anpanman: Otanjoubi Series,,https://cdn.myanimelist.net/images/anime/4/66457.jpg,TMS Entertainment,OVA,PG - Children,,,13918,14405,160,0,Kids;Fantasy;Comedy;
Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,,https://cdn.myanimelist.net/images/anime/6/67007.jpg,TMS Entertainment,Movie,PG - Children,,,13920,14149,174,0,Comedy;Kids;Fantasy;
Sore Ike! Anpanman: Ringo Boy to Minna no Negai,,https://cdn.myanimelist.net/images/anime/3/71817.jpg,TMS Entertainment,Movie,PG - Children,,,13921,14196,170,0,Kids;Fantasy;Comedy;
Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,,https://cdn.myanimelist.net/images/anime/11/45975.jpg,TMS Entertainment,Movie,PG - Children,,,13922,13516,209,0,Kids;Fantasy;Comedy;
Sore Ike! Anpanman: Sing! Dance! Everybody's Christmas,,https://cdn.myanimelist.net/images/anime/6/45574.jpg,TMS Entertainment,Special,PG - Children,,,13925,14055,178,0,Comedy;Fantasy;Kids;Super Power;
Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu,,https://cdn.myanimelist.net/images/anime/11/28053.jpg,TMS Entertainment,Movie,PG - Children,,,13926,13346,219,0,Comedy;Fantasy;Kids;
Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,,https://cdn.myanimelist.net/images/anime/7/53597.jpg,TMS Entertainment,Movie,PG - Children,,,13928,13762,196,0,Adventure;Kids;
Sore Ike! Anpanman: Tobe! Tobe! Chibigon,,https://cdn.myanimelist.net/images/anime/4/27773.jpg,TMS Entertainment,Movie,PG - Children,,,13931,13391,217,0,Comedy;Fantasy;Kids;
Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,,https://cdn.myanimelist.net/images/anime/12/27775.jpg,TMS Entertainment,Movie,PG - Children,,,13933,12838,255,0,Kids;Fantasy;Comedy;
Sore Ike! Anpanman: Yomigaere Bananajima,,https://cdn.myanimelist.net/images/anime/3/39427.jpg,TMS Entertainment,Movie,PG - Children,,,13936,13466,212,0,Kids;Adventure;Fantasy;Comedy;Super Power;
Sore Ike! Anpanman: Yuuki to Honoo to Christmas,,https://cdn.myanimelist.net/images/anime/13/66663.jpg,TMS Entertainment,Special,PG - Children,,,13940,14351,162,0,Comedy;Kids;Fantasy;
Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,,https://cdn.myanimelist.net/images/anime/7/27774.jpg,TMS Entertainment,Movie,PG - Children,,,13941,13194,229,0,Comedy;Fantasy;Kids;
Sore Ike! Sabuibo Mask,Spring 2016,https://cdn.myanimelist.net/images/anime/10/79736.jpg,DLE,TV,None,,,13942,13409,216,0,Slice of Life;Comedy;
Sore Ike! Zukkoke Sannin-gumi,Spring 2004,https://cdn.myanimelist.net/images/anime/3/32083.jpg,Nippon Animation,TV,PG - Children,,,13943,13931,185,0,Comedy;Kids;School;
Soredemo Machi wa Mawatteiru,Fall 2010,https://cdn.myanimelist.net/images/anime/9/25880.jpg,Shaft,TV,PG-13 - Teens 13 or older,7.45,16462,1775,2079,45118,167,Slice of Life;Comedy;Seinen;
Soredemo Sekai wa Utsukushii,Spring 2014,https://cdn.myanimelist.net/images/anime/4/59259.jpg,Studio Pierrot,TV,PG-13 - Teens 13 or older,7.74,88482,982,586,190203,1640,Adventure;Romance;Fantasy;Shoujo;
Sorette♡Dakara ne!,,https://cdn.myanimelist.net/images/anime/12/29998.jpg,Asahi Production,ONA,G - All Ages,5.11,772,9666,8706,1552,0,Slice of Life;
Soreyuke! Uchuu Senkan Yamamoto Yohko,,https://cdn.myanimelist.net/images/anime/1702/90153.jpg,J.C.Staff,OVA,PG-13 - Teens 13 or older,6.22,827,7081,6941,3243,3,Sci-Fi;Adventure;Comedy;
Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),Spring 1999,https://cdn.myanimelist.net/images/anime/5/30937.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,6.63,769,5208,6588,3713,6,Action;Sci-Fi;Adventure;
Soreyuke! Uchuu Senkan Yamamoto Yohko II,,https://cdn.myanimelist.net/images/anime/1390/90154.jpg,J.C.Staff,OVA,PG-13 - Teens 13 or older,6.36,543,6475,8465,1703,0,Action;Sci-Fi;Adventure;
Sotsugyou M: Ore-tachi no Carnival,,https://cdn.myanimelist.net/images/anime/11/3755.jpg,Artland,OVA,PG-13 - Teens 13 or older,5.58,632,8926,8576,1629,2,Drama;School;
Sou: Uchiage Hanabi,,,,,,,,,,,,
Sougen no Ko Tenguri,,https://cdn.myanimelist.net/images/anime/8/32231.jpg,Shin-Ei Animation,Movie,G - All Ages,6.14,369,7409,10139,794,1,Adventure;Historical;Kids;Drama;
Sougen no Shoujo Laura,Fall 1975,https://cdn.myanimelist.net/images/anime/5/44648.jpg,Nippon Animation,TV,G - All Ages,,,13946,11169,505,0,Adventure;Shoujo;
Sougou Medical Koushiki,,https://cdn.myanimelist.net/images/anime/5/88418.jpg,Pops Inc.,ONA,G - All Ages,,,13947,15139,121,0,Drama;
Soujuu Senshi Psychic Wars,,https://cdn.myanimelist.net/images/anime/10/27271.jpg,Toei Animation,OVA,R+ - Mild Nudity,3.21,1422,10106,7277,2789,6,Action;Super Power;Demons;Seinen;
Soukihei MD Geist,,https://cdn.myanimelist.net/images/anime/4/21433.jpg,Zero-G Room,OVA,R+ - Mild Nudity,5.35,5756,9368,4142,11660,70,Action;Military;Sci-Fi;Mecha;
Soukou Kihei Votoms,Spring 1983,https://cdn.myanimelist.net/images/anime/1295/91064.jpg,Sunrise,TV,PG-13 - Teens 13 or older,7.75,3735,960,3643,15847,313,Action;Space;Mecha;Military;Drama;Sci-Fi;
Soukou Kihei Votoms Recaps,,https://cdn.myanimelist.net/images/anime/12/34941.jpg,Sunrise,OVA,PG-13 - Teens 13 or older,6.25,130,6956,10624,643,0,Action;Drama;Mecha;Military;Sci-Fi;
"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""",,https://cdn.myanimelist.net/images/anime/1326/94489.jpg,Sunrise,OVA,PG-13 - Teens 13 or older,6.47,125,5980,10938,556,0,Action;Military;Sci-Fi;Drama;Mecha;
"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""",,https://cdn.myanimelist.net/images/anime/13/53115.jpg,Sunrise,OVA,PG - Children,6.37,115,6434,11107,520,0,Action;Military;Sci-Fi;Drama;Mecha;
Soukou Kihei Votoms: Big Battle,,https://cdn.myanimelist.net/images/anime/10/24534.jpg,Sunrise,OVA,PG-13 - Teens 13 or older,6.75,1187,4638,7513,2526,3,Action;Drama;Mecha;Military;Sci-Fi;
Soukou Kihei Votoms: Genei-hen,,https://cdn.myanimelist.net/images/anime/12/19559.jpg,Sunrise,OVA,PG-13 - Teens 13 or older,6.79,878,4443,7971,2104,1,Action;Drama;Mecha;Military;Sci-Fi;
Soukou Kihei Votoms: Kakuyaku taru Itan,,https://cdn.myanimelist.net/images/anime/1212/94628.jpg,Sunrise,OVA,PG-13 - Teens 13 or older,6.99,1093,3668,7453,2587,3,Drama;Mecha;Military;Sci-Fi;
Soukou Kihei Votoms: Koei Futatabi,,https://cdn.myanimelist.net/images/anime/4/82162.jpg,Sunrise,OVA,PG-13 - Teens 13 or older,6.96,954,3784,7760,2284,0,Action;Drama;Mecha;Military;Sci-Fi;
Soukou Kihei Votoms: Pailsen Files,,https://cdn.myanimelist.net/images/anime/4/5264.jpg,Sunrise,OVA,R - 17+ (violence & profanity),7.3,1566,2400,6458,3909,8,Mecha;Military;Sci-Fi;Space;
Soukou Kihei Votoms: The Last Red Shoulder,,https://cdn.myanimelist.net/images/anime/8/24536.jpg,Sunrise,OVA,PG-13 - Teens 13 or older,7.16,1399,2968,7221,2863,2,Action;Drama;Mecha;Military;Sci-Fi;
Soukou Kyojin Z-Knight,,https://cdn.myanimelist.net/images/anime/9/27552.jpg,Sunrise,OVA,PG - Children,,,13949,13297,222,0,Mecha;
Soukou no Strain,Fall 2006,https://cdn.myanimelist.net/images/anime/7/75409.jpg,Studio Fantasia,TV,R+ - Mild Nudity,7.08,7714,3311,3348,18826,73,Drama;Ecchi;Mecha;Military;Sci-Fi;Space;
Soukyuu no Fafner: Arcadian Memory,,https://cdn.myanimelist.net/images/anime/8/26384.jpg,Xebec,OVA,PG-13 - Teens 13 or older,6.59,571,5394,7611,2420,1,Action;Military;Sci-Fi;Drama;Mecha;
Soukyuu no Fafner: Dead Aggressor - Exodus,Winter 2015,https://cdn.myanimelist.net/images/anime/5/68565.jpg,Xebec,TV,PG-13 - Teens 13 or older,7.4,5440,1966,3505,17170,64,Action;Drama;Mecha;Military;Sci-Fi;
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,Fall 2015,https://cdn.myanimelist.net/images/anime/7/76538.jpg,Xebec,TV,PG-13 - Teens 13 or older,7.65,4136,1187,4202,11179,74,Action;Drama;Mecha;Military;Sci-Fi;
Soukyuu no Fafner: Dead Aggressor - Exodus Special,,https://cdn.myanimelist.net/images/anime/9/77029.jpg,Xebec,Special,PG-13 - Teens 13 or older,7.05,313,3431,9109,1301,1,Action;Military;Sci-Fi;Drama;Mecha;
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,,https://cdn.myanimelist.net/images/anime/5/31163.jpg,Xebec,Movie,PG-13 - Teens 13 or older,7.4,4240,1967,4182,11365,39,Action;Drama;Mecha;Military;Sci-Fi;
Soukyuu no Fafner: Dead Aggressor - The Beyond,,https://cdn.myanimelist.net/images/anime/1512/94632.jpg,Production I.G,Movie,PG-13 - Teens 13 or older,7.05,243,3432,5986,4706,9,Action;Military;Sci-Fi;Drama;Mecha;
Soukyuu no Fafner: Right of Left - Single Program,,https://cdn.myanimelist.net/images/anime/8/50369.jpg,Production I.G,Special,PG-13 - Teens 13 or older,7.42,4732,1889,4045,12256,25,Action;Drama;Mecha;Military;Sci-Fi;
Soul Buster,Fall 2016,https://cdn.myanimelist.net/images/anime/3/82256.jpg,Studio Pierrot,TV,PG-13 - Teens 13 or older,5.86,5397,8231,3398,18288,16,Action;Samurai;
Soul Eater,Spring 2008,https://cdn.myanimelist.net/images/anime/9/7804.jpg,Bones,TV,PG-13 - Teens 13 or older,7.96,513839,602,32,995050,20869,Action;Fantasy;Comedy;Supernatural;Shounen;
Soul Eater NOT!,Spring 2014,https://cdn.myanimelist.net/images/anime/8/61889.jpg,Bones,TV,PG-13 - Teens 13 or older,6.11,67296,7528,805,143354,202,Action;Comedy;Ecchi;Shounen;Supernatural;
Soul Eater: Late Night Show,,https://cdn.myanimelist.net/images/anime/4/60791.jpg,Bones,Special,PG-13 - Teens 13 or older,6.84,5117,4231,3453,17746,37,Action;Fantasy;Comedy;
Soul Link,Spring 2006,https://cdn.myanimelist.net/images/anime/1/854.jpg,Picture Magic,TV,R - 17+ (violence & profanity),6.17,6874,7277,3383,18444,20,Action;Adventure;Space;Comedy;Romance;Military;Sci-Fi;
Soul Worker: Your Destiny Awaits,,https://cdn.myanimelist.net/images/anime/1005/94676.jpg,Larx Entertainment,ONA,PG-13 - Teens 13 or older,5.92,1101,8062,6876,3336,12,Action;Fantasy;Sci-Fi;
Sounan Desu ka?,Summer 2019,https://cdn.myanimelist.net/images/anime/1741/102237.jpg,Ezόla,TV,PG-13 - Teens 13 or older,6.73,34136,4737,1384,81048,172,Adventure;Comedy;Seinen;
Souryo to Majiwaru Shikiyoku no Yoru ni...,Spring 2017,https://cdn.myanimelist.net/images/anime/9/86606.jpg,Seven,TV,R+ - Mild Nudity,4.63,10579,9982,2528,32150,97,Drama;Ecchi;Romance;
Souryuuden,,https://cdn.myanimelist.net/images/anime/3/31923.jpg,Kitty Films,OVA,R - 17+ (violence & profanity),6.61,572,5303,7812,2234,6,Mystery;Super Power;Supernatural;Drama;
Sousei Kishi Gaiarth,,https://cdn.myanimelist.net/images/anime/6/29905.jpg,AIC,OVA,PG-13 - Teens 13 or older,6.25,586,6956,8184,1909,7,Action;Sci-Fi;Adventure;Fantasy;Mecha;
Sousei no Aquarion,Spring 2005,https://cdn.myanimelist.net/images/anime/11/76291.jpg,Satelight,TV,PG-13 - Teens 13 or older,7.14,25243,3056,1675,61805,333,Action;Mecha;Romance;Super Power;Supernatural;Sci-Fi;
Sousei no Aquarion Evol,,https://cdn.myanimelist.net/images/anime/8/72733.jpg,Satelight,Special,PG-13 - Teens 13 or older,6.78,2440,4500,5670,5426,6,Mecha;Romance;Sci-Fi;
Sousei no Aquarion OVA,,https://cdn.myanimelist.net/images/anime/7/72745.jpg,Satelight,OVA,R+ - Mild Nudity,7.1,3792,3222,4550,9275,11,Action;Mecha;Romance;Sci-Fi;Super Power;Supernatural;
Sousei no Onmyouji,Spring 2016,https://cdn.myanimelist.net/images/anime/12/79556.jpg,Studio Pierrot,TV,PG-13 - Teens 13 or older,7.37,102228,2085,336,297081,2442,Action;Supernatural;Romance;Fantasy;Shounen;
Soushin Shoujo Matoi,Fall 2016,https://cdn.myanimelist.net/images/anime/6/83224.jpg,White Fox,TV,PG-13 - Teens 13 or older,6.74,6419,4685,3173,20916,26,Supernatural;Magic;
Soushin Shoujo Matoi: Yuma-chin,,,,,,,,,,,,
Soushisouai Note The Animation,,https://cdn.myanimelist.net/images/anime/9/47329.jpg,T-Rex,OVA,Rx - Hentai,7.27,2480,,5223,6628,49,Hentai;
Soutai Sekai,,https://cdn.myanimelist.net/images/anime/1433/95260.jpg,Craftar Studios,ONA,PG-13 - Teens 13 or older,5.9,1199,8121,5873,4960,6,Sci-Fi;
Souten Kouro,Spring 2009,https://cdn.myanimelist.net/images/anime/8/13994.jpg,Madhouse,TV,R+ - Mild Nudity,7.32,3171,2305,3794,14417,40,Action;Adventure;Historical;
Souten no Ken,Fall 2006,https://cdn.myanimelist.net/images/anime/12/17056.jpg,APPP,TV,R - 17+ (violence & profanity),6.71,2303,4836,4744,8373,18,Action;Historical;Martial Arts;
Souten no Ken: Regenesis,,https://cdn.myanimelist.net/images/anime/1289/90752.jpg,Polygon Pictures,ONA,R - 17+ (violence & profanity),5.72,1893,8584,4638,8854,20,Action;Historical;Martial Arts;
Souten no Ken: Regenesis 2nd Season,,https://cdn.myanimelist.net/images/anime/1002/93814.jpg,Polygon Pictures,ONA,R - 17+ (violence & profanity),6.14,861,7410,7032,3130,4,Action;Historical;Martial Arts;
Space Adventure Cobra,,https://cdn.myanimelist.net/images/anime/2/83823.jpg,TMS Entertainment,Movie,R+ - Mild Nudity,7.13,2657,3104,5333,6299,31,Action;Adventure;Sci-Fi;Space;
Space Bug,Summer 2018,https://cdn.myanimelist.net/images/anime/1063/94832.jpg,Studio W.Baba,TV,PG - Children,,,13959,11310,476,3,Adventure;Space;
Space Cobra,Fall 1982,https://cdn.myanimelist.net/images/anime/7/41437.jpg,Tokyo Movie Shinsha,TV,R+ - Mild Nudity,7.74,4281,982,3891,13586,175,Action;Adventure;Sci-Fi;Space;
Space Fantasia 2001 Nights,,https://cdn.myanimelist.net/images/anime/13/49671.jpg,TMS Entertainment,OVA,PG-13 - Teens 13 or older,6.34,828,6572,7894,2162,1,Drama;Sci-Fi;Seinen;Space;
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,,https://cdn.myanimelist.net/images/anime/3/21257.jpg,Madhouse,OVA,PG-13 - Teens 13 or older,7.37,1876,2088,5606,5555,21,Action;Adventure;Space;Drama;Sci-Fi;Seinen;
Space Station No.9,,https://cdn.myanimelist.net/images/anime/2/6817.jpg,Studio Ghibli,Music,G - All Ages,5.77,1281,8459,7655,2383,0,Sci-Fi;Music;Space;
Space☆Dandy,Winter 2014,https://cdn.myanimelist.net/images/anime/4/56611.jpg,Bones,TV,PG-13 - Teens 13 or older,7.88,94889,703,495,222345,3657,Sci-Fi;Space;Comedy;
Space☆Dandy 2nd Season,Summer 2014,https://cdn.myanimelist.net/images/anime/3/64451.jpg,Bones,TV,PG-13 - Teens 13 or older,8.27,56554,262,1049,109418,1230,Space;Comedy;Sci-Fi;
Space☆Dandy 2nd Season Picture Drama,,https://cdn.myanimelist.net/images/anime/6/72373.jpg,Bones,Special,PG-13 - Teens 13 or older,6.25,484,6959,7702,2338,6,Comedy;Sci-Fi;Space;
Space☆Dandy Picture Drama,,https://cdn.myanimelist.net/images/anime/10/65313.jpg,Bones,Special,PG-13 - Teens 13 or older,6.14,1076,7411,6449,3926,5,Space;Comedy;Sci-Fi;
Sparrow's Hotel,Spring 2013,https://cdn.myanimelist.net/images/anime/3/50223.jpg,Hotline,TV,PG-13 - Teens 13 or older,5.51,4183,9066,4736,8413,9,Comedy;
Special A,Spring 2008,https://cdn.myanimelist.net/images/anime/8/77363.jpg,Gonzo,TV,PG-13 - Teens 13 or older,7.63,129690,1248,398,255492,2949,Comedy;Romance;School;Shoujo;
Speed Grapher,Spring 2005,https://cdn.myanimelist.net/images/anime/12/26128.jpg,Gonzo,TV,R+ - Mild Nudity,7.38,32501,2036,1279,87833,577,Action;Mystery;Super Power;
Spelunker Sensei,,https://cdn.myanimelist.net/images/anime/9/28590.jpg,Studio PuYUKAI,OVA,G - All Ages,5.15,1422,9623,7649,2386,4,Comedy;
Spider Riders: Oracle no Yuusha-tachi,Spring 2006,https://cdn.myanimelist.net/images/anime/12/3590.jpg,Bee Train,TV,PG - Children,6.65,2509,5114,5453,5957,19,Action;Adventure;Mecha;
Spiral: Suiri no Kizuna,Fall 2002,https://cdn.myanimelist.net/images/anime/1771/92118.jpg,J.C.Staff,TV,PG-13 - Teens 13 or older,7.29,18768,2439,2101,44131,314,Drama;Mystery;Shounen;
Spirit of Wonder: China-san no Yuuutsu,,https://cdn.myanimelist.net/images/anime/9/57935.jpg,Ajia-Do,OVA,PG-13 - Teens 13 or older,6.55,1289,5573,6793,3435,1,Romance;Sci-Fi;Seinen;
Spirit of Wonder: China-san Tanpenshuu,,https://cdn.myanimelist.net/images/anime/5/18860.jpg,Ajia-Do,Special,R+ - Mild Nudity,6.65,605,5115,8840,1458,2,Comedy;Sci-Fi;Seinen;
Spirit of Wonder: Shounen Kagaku Club,,https://cdn.myanimelist.net/images/anime/10/2723.jpg,Ajia-Do,OVA,PG-13 - Teens 13 or older,6.66,924,5068,7425,2616,1,Drama;Sci-Fi;Seinen;Space;
Spoon Oba-san,Spring 1983,https://cdn.myanimelist.net/images/anime/2/3531.jpg,Studio Pierrot,TV,PG - Children,6.71,583,4837,8938,1402,2,Kids;Magic;
Spriggan,,https://cdn.myanimelist.net/images/anime/13/16596.jpg,Studio 4°C,Movie,R - 17+ (violence & profanity),6.7,9693,4882,3392,18406,40,Adventure;Military;Sci-Fi;Shounen;
